	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Si29_CPS_LOD	Li_ppm_m7_LOD	Mg_ppm_m24_LOD	Al_ppm_m27_LOD	K_ppm_m39_LOD	Ca_ppm_m42_LOD	Ca_ppm_m43_LOD	Ti_ppm_m49_LOD	Mn_ppm_m55_LOD	Fe_ppm_m57_LOD	Rb_ppm_m85_LOD	Sr_ppm_m88_LOD	Zr_ppm_m90_LOD	Sn_ppm_m118_LOD	Ba_ppm_m137_LOD	La_ppm_m139_LOD	Ce_ppm_m140_LOD	Nd_ppm_m146_LOD	Hf_ppm_m178_LOD	Pb_ppm_m208_LOD
Output_1_155	1301505 2-1 - 5.d	13/09/2019 (6) 18:23:09.83	13/09/2019 (6)	18:23:09.83	22.575	1301505 2-1 - 5.d	8.74E+06	0.28E+06	10.92	0.19	25890	120	3758	17	86.41	0.62	59790	310	60590	410	143.6	2.1	19.88	0.20	671.4	4.9	0.351	0.019	44.74	0.34	12.40	0.16	10.00	0.16	9.86	0.19	0.713	0.020	1.007	0.019	0.580	0.044	0.300	0.018	0.497	0.019	FILENAME: 1301505 2-1 - 5.csv	0	0.031486	0.05432	0.083641	0.38801	13.288	11.994	0.15509	0.077741	0.96071	0.0226	0.0018739	0.0025635	0.014515	0.0073765	0.00050125	0.00070769	0.0051156	0.0020134	0.0028866
Output_1_156	1301505 2-1 - 6.d	13/09/2019 (6) 18:24:45.00	13/09/2019 (6)	18:24:45.00	35.036	1301505 2-1 - 6.d	8.11E+06	0.28E+06	10.63	0.15	25520	120	3710	19	87.20	0.96	59260	260	59820	330	142.9	1.5	19.85	0.18	670.1	5.7	0.379	0.019	44.16	0.25	12.51	0.10	9.27	0.12	9.99	0.22	0.707	0.016	1.004	0.018	0.558	0.030	0.327	0.015	0.500	0.015	FILENAME: 1301505 2-1 - 6.csv	0	0.031976	0.059928	0.068415	0.41184	10.44	9.0608	0.11273	0.066634	1.0432	0.030615	0.001939	0.0024744	0.013768	0.0071212	0.00067945	0.00068328	0.0031934	0.0024721	0.0023059
Output_1_157	1301505 2-1 - 7.d	13/09/2019 (6) 18:26:18.00	13/09/2019 (6)	18:26:18.00	35.036	1301505 2-1 - 7.d	7.75E+06	0.29E+06	10.76	0.15	25550	130	3701	20	87.94	0.76	59070	340	59750	330	143.4	1.4	19.80	0.19	670.6	4.8	0.357	0.017	43.81	0.25	12.35	0.13	9.572	0.097	9.47	0.18	0.709	0.016	0.989	0.023	0.566	0.035	0.319	0.018	0.516	0.019	FILENAME: 1301505 2-1 - 7.csv	0	0.031179	0.068294	0.079759	0.3798	11.436	10.756	0.15631	0.066224	1.155	0.026974	0.0011231	0.0025821	0.012986	0.0061127	0.00086217	0.00071318	0.0046444	0.0020285	0.0023392
Output_1_158	1301505 2-1 - 8.d	13/09/2019 (6) 18:27:57.00	13/09/2019 (6)	18:27:57.00	35.035	1301505 2-1 - 8.d	8.16E+06	0.28E+06	10.80	0.14	25560	110	3709	17	86.88	0.62	59310	290	59820	350	140.6	1.5	19.84	0.17	665.8	5.4	0.375	0.017	43.81	0.25	12.62	0.12	9.52	0.14	9.87	0.16	0.741	0.017	0.998	0.018	0.551	0.026	0.317	0.016	0.508	0.018	FILENAME: 1301505 2-1 - 8.csv	0	0.032549	0.062134	0.084323	0.41635	11.364	10.07	0.14894	0.073593	1.0232	0.026069	0.0014926	0.0024621	0.013994	0.0081234	0.0013278	0.00068018	0	0.0027424	0.0020282
Output_1_159	1301505 2-1 - 9.d	13/09/2019 (6) 18:29:27.00	13/09/2019 (6)	18:29:27.00	35.036	1301505 2-1 - 9.d	7.54E+06	0.32E+06	10.90	0.13	25660	150	3720	21	87.99	0.73	59530	400	59840	450	142.4	1.6	19.70	0.19	669.8	5.7	0.366	0.019	43.76	0.34	12.76	0.14	8.68	0.11	9.88	0.18	0.721	0.017	1.016	0.020	0.570	0.036	0.327	0.015	0.499	0.020	FILENAME: 1301505 2-1 - 9.csv	0	0.034941	0.067157	0.074657	0.49173	11.607	10.733	0.13475	0.067385	1.0993	0.028438	0.0026776	0	0.014998	0.0086993	0.0011199	0.00088572	0.0047427	0.0017039	0.003048
Output_1_160	1301505 2-1 - 10.d	13/09/2019 (6) 18:31:01.00	13/09/2019 (6)	18:31:01.00	35.036	1301505 2-1 - 10.d	7.96E+06	0.28E+06	11.02	0.15	25630	140	3712	19	87.59	0.67	59640	330	59900	380	142.3	1.5	19.58	0.19	674.5	5.4	0.354	0.022	43.63	0.27	12.31	0.12	10.00	0.12	9.94	0.16	0.723	0.015	1.004	0.017	0.577	0.031	0.320	0.016	0.505	0.015	FILENAME: 1301505 2-1 - 10.csv	0	0.031691	0.066379	0.086726	0.46511	12.591	9.6255	0.1101	0.074443	1.2222	0.025216	0.0023064	0.0018091	0.015776	0.0072585	0.0010967	0.00084713	0.002318	0.0027394	0.0016817
Output_1_161	13015051-1 - 1.d	13/09/2019 (6) 18:39:00.00	13/09/2019 (6)	18:39:00.00	35.036	13015051-1 - 1.d	8.00E+06	0.28E+06	7.92	0.13	26220	140	551.7	2.7	131.26	0.77	64190	320	64210	370	115.9	1.4	22.83	0.21	644.1	5.2	0.561	0.021	49.62	0.28	13.73	0.11	11.35	0.15	6.61	0.16	1.118	0.017	1.766	0.025	0.843	0.031	0.362	0.017	0.557	0.015	FILENAME: 13015051-1 - 1.csv	0	0.031891	0.050649	0.072197	0.50765	11.746	9.779	0.094031	0.067595	1.12	0.027037	0.0013247	0.0017964	0.015545	0.0059289	0.00048996	0.00049304	0.002302	0.0016186	0.0023402
Output_1_162	13015051-1 - 2.d	13/09/2019 (6) 18:40:42.00	13/09/2019 (6)	18:40:42.00	35.036	13015051-1 - 2.d	7.92E+06	0.27E+06	7.84	0.13	26240	110	554.5	2.2	130.63	0.74	64180	290	63750	330	115.2	1.3	23.12	0.22	634.8	5.7	0.580	0.025	49.60	0.26	14.20	0.12	11.43	0.16	6.46	0.15	1.104	0.019	1.746	0.025	0.909	0.037	0.353	0.016	0.542	0.017	FILENAME: 13015051-1 - 2.csv	0	0.033284	0.056772	0.081694	0.40857	12.874	10.57	0.13779	0.073237	0.93329	0.026632	0.0022756	0.0012923	0.013241	0.030765	0.00049492	0.00049804	0.0039695	0.0022784	0.0029973
Output_1_163	13015051-1 - 3.d	13/09/2019 (6) 18:42:10.82	13/09/2019 (6)	18:42:10.82	16.821	13015051-1 - 3.d	8.27E+06	0.30E+06	8.30	0.21	26740	150	554.6	3.7	133.2	1.2	65800	480	65560	610	118.0	2.1	22.70	0.28	663.5	8.4	0.604	0.027	50.98	0.43	12.93	0.21	14.5	2.3	6.62	0.19	1.095	0.032	1.764	0.039	0.923	0.047	0.335	0.020	0.521	0.024	FILENAME: 13015051-1 - 3.csv	0	0.035614	0.073112	0.079068	0.52999	12.965	12.108	0.16523	0.074128	1.3134	0.029759	0.0019814	0.0025686	0.015509	0.011721	0.0011275	0.00057987	0.005297	0.0036378	0.003395
Output_1_164	13015051-1 - 4.d	13/09/2019 (6) 18:43:45.00	13/09/2019 (6)	18:43:45.00	35.036	13015051-1 - 4.d	8.01E+06	0.30E+06	7.99	0.11	26160	130	551.3	3.0	130.2	1.1	63840	380	64030	400	114.8	1.3	23.21	0.22	636.0	4.5	0.570	0.022	49.52	0.34	14.32	0.16	10.34	0.13	6.43	0.17	1.102	0.022	1.755	0.027	0.870	0.035	0.378	0.018	0.565	0.020	FILENAME: 13015051-1 - 4.csv	0	0.040161	0.057398	0.090581	0.41885	11.894	11.29	0.1159	0.066265	1.1618	0.024733	0.0024349	0.0012696	0.017009	0.0090968	0.00068265	0.0010878	0.0022842	0.001144	0.0016611
Output_1_165	13015051-1 - 5.d	13/09/2019 (6) 18:45:19.00	13/09/2019 (6)	18:45:19.00	35.036	13015051-1 - 5.d	8.17E+06	0.29E+06	7.843	0.099	26110	120	549.6	2.7	131.11	0.83	64000	340	63760	360	116.0	1.5	22.86	0.22	641.1	5.2	0.604	0.024	49.77	0.33	14.15	0.14	11.81	0.15	6.46	0.14	1.131	0.022	1.747	0.024	0.862	0.041	0.371	0.017	0.579	0.015	FILENAME: 13015051-1 - 5.csv	0	0.028245	0.054098	0.080906	0.38579	11.872	11.772	0.093166	0.061531	0.92345	0.020706	0.0019726	0.0021384	0.01635	0.0058035	0.00081885	0.0012213	0.0038471	0.0022573	0.0022287
Output_1_166	13015051-1 - 6.d	13/09/2019 (6) 18:46:58.00	13/09/2019 (6)	18:46:58.00	35.036	13015051-1 - 6.d	7.77E+06	0.31E+06	7.89	0.12	26140	140	547.7	2.9	132.82	0.87	64010	330	63840	410	114.2	1.4	22.82	0.23	648.1	5.1	0.600	0.025	49.67	0.33	13.50	0.14	11.64	0.14	6.40	0.12	1.093	0.023	1.751	0.024	0.896	0.042	0.352	0.017	0.553	0.016	FILENAME: 13015051-1 - 6.csv	0	0.028864	0.054738	0.068537	0.4766	13.937	10.174	0.10686	0.0748	1.0245	0.025512	0.0015614	0	0.012533	0.010508	0.00086022	0.0016667	0.005588	0.0026361	0.0026854
Output_1_167	13015051-1 - 7.d	13/09/2019 (6) 18:48:27.89	13/09/2019 (6)	18:48:27.89	29.658	13015051-1 - 7.d	8.21E+06	0.30E+06	7.90	0.15	26370	140	555.1	3.5	130.78	0.94	64750	410	64510	490	115.2	1.3	23.10	0.21	647.1	5.5	0.588	0.025	50.22	0.35	13.97	0.15	11.13	0.15	6.34	0.13	1.112	0.021	1.783	0.027	0.909	0.039	0.378	0.018	0.567	0.018	FILENAME: 13015051-1 - 7.csv	0	0.036241	0.076055	0.083652	0.44408	11.312	10.37	0.11976	0.069543	0.95529	0.024455	0.0020915	0.001805	0.014522	0.0092078	0	0.0010756	0.0039475	0.0028029	0.0032413
Output_1_168	13015051-1 - 8.d	13/09/2019 (6) 18:50:02.00	13/09/2019 (6)	18:50:02.00	35.036	13015051-1 - 8.d	8.00E+06	0.31E+06	7.83	0.11	26200	120	551.5	2.3	132.03	0.93	64090	320	63870	320	115.3	1.4	23.09	0.19	640.3	4.7	0.581	0.026	49.94	0.30	14.34	0.13	11.50	0.13	6.58	0.15	1.143	0.023	1.767	0.022	0.881	0.034	0.372	0.019	0.571	0.021	FILENAME: 13015051-1 - 8.csv	0	0.035413	0.063868	0.076962	0.39828	9.7154	11.423	0.11603	0.0753	1.1839	0.028426	0.001673	0.003	0.015749	0.0041922	0.0010565	0.00068763	0.0032098	0.0022404	0.0026709
Output_1_169	13015051-1 - 9.d	13/09/2019 (6) 18:51:36.00	13/09/2019 (6)	18:51:36.00	35.036	13015051-1 - 9.d	7.89E+06	0.30E+06	7.91	0.13	26150	150	550.2	3.1	132.63	0.80	64040	400	63750	440	116.2	1.4	22.91	0.19	640.9	5.6	0.609	0.023	49.72	0.29	14.18	0.16	12.13	0.16	6.42	0.15	1.119	0.018	1.752	0.027	0.867	0.034	0.384	0.019	0.568	0.021	FILENAME: 13015051-1 - 9.csv	0	0.034148	0.052957	0.072273	0.46505	12.656	11.487	0.12092	0.066162	1.1047	0.022911	0.00078396	0.0028079	0.016218	0.0092606	0.00096865	0.00085063	0.0045511	0.0022795	0.0023697
Output_1_170	13015051-1 - 10.d	13/09/2019 (6) 18:53:15.00	13/09/2019 (6)	18:53:15.00	35.036	13015051-1 - 10.d	7.76E+06	0.29E+06	7.89	0.12	26210	150	551.9	2.9	131.91	0.90	64070	420	63980	460	115.0	1.5	23.02	0.21	641.1	5.1	0.599	0.024	49.73	0.36	14.33	0.15	12.34	0.13	6.38	0.13	1.127	0.018	1.736	0.028	0.871	0.035	0.384	0.020	0.580	0.018	FILENAME: 13015051-1 - 10.csv	0	0.033616	0.060801	0.087179	0.43147	10.395	10.305	0.12331	0.066773	1.0622	0.02611	0.0013548	0.0022352	0.012383	0.011211	0.0010882	0.00098704	0.0023547	0.0025608	0.0018645
Output_1_171	1303355 140-6 - 1.d	13/09/2019 (6) 19:04:17.00	13/09/2019 (6)	19:04:17.00	35.036	1303355 140-6 - 1.d	7.74E+06	0.31E+06	4.411	0.094	26700	140	1736	13	849.2	3.4	64030	400	64010	430	208.5	2.0	16.60	0.17	713.6	5.2	3.586	0.056	48.22	0.30	33.53	0.25	10.90	0.16	21.12	0.27	2.275	0.028	3.914	0.050	1.747	0.061	0.863	0.026	1.051	0.025	FILENAME: 1303355 140-6 - 1.csv	0	0.03004	0.060339	0.079655	0.46395	12.036	10.566	0.12354	0.081109	1.0788	0.025577	0.0021887	0.0025648	0.015679	0.011213	0.00070404	0.00098771	0.0023567	0.0025629	0.0022356
Output_1_172	1303355 140-6 - 2.d	13/09/2019 (6) 19:05:59.00	13/09/2019 (6)	19:05:59.00	35.036	1303355 140-6 - 2.d	7.86E+06	0.30E+06	4.398	0.090	26660	140	1739	14	847.9	2.5	63830	420	64020	400	208.9	1.9	16.61	0.14	712.5	5.2	3.610	0.051	48.56	0.30	33.47	0.29	10.96	0.15	21.04	0.27	2.254	0.029	3.919	0.044	1.805	0.060	0.885	0.027	1.020	0.022	FILENAME: 1303355 140-6 - 2.csv	0	0.029263	0.05653	0.080532	0.47937	11.959	10.468	0.12566	0.071643	1.0245	0.02917	0.0020961	0.0018111	0.013762	0.0072527	0.00049337	0.00069739	0.0039587	0.0025218	0.0025544
Output_1_173	1303355 140-6 - 3.d	13/09/2019 (6) 19:07:28.00	13/09/2019 (6)	19:07:28.00	35.036	1303355 140-6 - 3.d	7.77E+06	0.29E+06	4.397	0.091	26720	150	1735	14	850.5	2.6	63810	410	64000	350	207.6	1.9	16.30	0.17	705.6	5.3	3.626	0.043	48.24	0.36	33.33	0.27	10.96	0.14	21.08	0.25	2.302	0.033	3.897	0.040	1.839	0.066	0.894	0.024	1.014	0.023	FILENAME: 1303355 140-6 - 3.csv	0	0.032941	0.056974	0.087404	0.50428	11.384	10.782	0.10573	0.063698	1.0137	0.025019	0.0015531	0.0031723	0.013257	0.0093726	0.0014554	0.00050471	0.0033087	0.0023094	0.0023383
Output_1_174	1303355 140-6 - 4.d	13/09/2019 (6) 19:09:02.00	13/09/2019 (6)	19:09:02.00	35.036	1303355 140-6 - 4.d	7.71E+06	0.27E+06	4.326	0.077	26660	150	1735	14	843.0	2.7	63910	400	63940	370	209.7	2.1	16.31	0.15	706.7	6.2	3.584	0.058	48.07	0.33	33.55	0.22	10.82	0.15	20.94	0.27	2.261	0.030	3.911	0.035	1.811	0.065	0.898	0.028	1.025	0.025	FILENAME: 1303355 140-6 - 4.csv	0	0.02671	0.060766	0.071492	0.43105	11.358	10.825	0.1232	0.070826	0.98098	0.024904	0.0018652	0.0018324	0.01377	0.0073361	0.00097658	0.00070553	0.0023462	0.002006	0.0024944
Output_1_175	1303355 140-6 - 5.d	13/09/2019 (6) 19:10:36.00	13/09/2019 (6)	19:10:36.00	35.036	1303355 140-6 - 5.d	7.87E+06	0.31E+06	4.391	0.097	26760	140	1743	15	849.4	2.4	63880	330	64130	390	208.6	1.6	16.54	0.16	713.5	4.9	3.566	0.045	48.30	0.32	33.38	0.23	10.99	0.13	21.00	0.26	2.273	0.030	3.885	0.041	1.787	0.045	0.904	0.028	1.056	0.022	FILENAME: 1303355 140-6 - 5.csv	0	0.031013	0.051359	0.071273	0.40794	13.755	8.9148	0.10171	0.064142	0.9878	0.02895	0.0015326	0.0018165	0.013686	0.0083343	0.00084457	0.00085031	0.0060396	0.0035387	0.0029442
Output_1_176	1303355 140-6 - 6.d	13/09/2019 (6) 19:12:15.00	13/09/2019 (6)	19:12:15.00	35.036	1303355 140-6 - 6.d	7.80E+06	0.30E+06	4.432	0.084	26670	150	1730	14	847.2	2.7	63830	380	63720	410	208.3	2.4	16.38	0.18	716.1	6.2	3.610	0.053	48.20	0.35	33.34	0.25	10.84	0.12	21.05	0.28	2.273	0.032	3.925	0.045	1.832	0.049	0.885	0.028	1.045	0.027	FILENAME: 1303355 140-6 - 6.csv	0	0.026294	0.059321	0.073587	0.42045	13.052	10.974	0.12286	0.087377	1.0103	0.027186	0.0011082	0.0022258	0.016112	0.0060266	0.0012613	0.00070481	0	0.0020041	0.0028952
Output_1_177	1303355 140-6 - 7.d	13/09/2019 (6) 19:13:45.00	13/09/2019 (6)	19:13:45.00	35.036	1303355 140-6 - 7.d	7.52E+06	0.21E+06	4.402	0.090	26860	150	1737	13	824.9	3.2	64280	380	63970	410	208.7	2.0	16.43	0.16	702.9	6.2	3.463	0.055	48.40	0.33	33.54	0.23	10.66	0.14	20.98	0.28	2.281	0.028	3.920	0.042	1.786	0.049	0.912	0.030	1.043	0.028	FILENAME: 1303355 140-6 - 7.csv	0	0.035388	0.072471	0.066835	0.44472	12.987	12.585	0.1168	0.075141	1.0385	0.026395	0.002069	0.0023065	0.011029	0.0075919	0.00051661	0.0011564	0.0041469	0.0023803	0.0017741
Output_1_178	1303355 140-6 - 8.d	13/09/2019 (6) 19:15:20.00	13/09/2019 (6)	19:15:20.00	35.035	1303355 140-6 - 8.d	7.71E+06	0.29E+06	4.392	0.086	26750	160	1743	15	847.0	3.0	63900	390	63900	450	210.3	2.3	16.47	0.16	708.4	5.4	3.642	0.063	48.01	0.33	33.23	0.26	10.89	0.16	21.04	0.27	2.265	0.032	3.933	0.033	1.776	0.059	0.887	0.024	1.051	0.027	FILENAME: 1303355 140-6 - 8.csv	0	0.02708	0.067051	0.082572	0.43918	12.759	10.628	0.13441	0.070803	1.0609	0.027139	0.0019239	0.0022421	0.014099	0.0060693	0.00085728	0.00050563	0.0023615	0.0020188	0.0031236
Output_1_179	1303355 140-6 - 9.d	13/09/2019 (6) 19:16:54.00	13/09/2019 (6)	19:16:54.00	35.036	1303355 140-6 - 9.d	7.93E+06	0.29E+06	4.288	0.087	26620	140	1743	14	843.0	1.9	64150	340	64290	350	211.1	1.9	16.51	0.17	719.6	5.2	3.585	0.057	48.56	0.29	32.96	0.26	10.97	0.16	21.34	0.28	2.298	0.032	3.936	0.031	1.772	0.054	0.885	0.028	1.049	0.024	FILENAME: 1303355 140-6 - 9.csv	0	0.032908	0.056899	0.092061	0.42332	11.817	9.4407	0.11169	0.06779	0.98209	0.021548	0.0019657	0.0018026	0.014546	0.0072125	0.00083795	0.0011961	0.0023086	0.0016231	0.0027068
Output_1_180	1303355 140-6 - 10.d	13/09/2019 (6) 19:18:33.00	13/09/2019 (6)	19:18:33.00	35.035	1303355 140-6 - 10.d	8.03E+06	0.28E+06	4.343	0.091	26530	140	1727	13	846.1	2.5	64050	360	63920	450	210.6	2.1	16.55	0.18	712.5	5.8	3.625	0.052	48.33	0.30	33.67	0.21	10.86	0.13	21.20	0.27	2.300	0.031	3.923	0.045	1.833	0.053	0.892	0.026	1.041	0.025	FILENAME: 1303355 140-6 - 10.csv	0	0.031249	0.065553	0.076898	0.377	11.174	10.38	0.1093	0.074065	1.1018	0.027603	0.0014975	0.0036715	0.01217	0.0081426	0	0.00068358	0.0044499	0.0011388	0.0018065
Output_1_181	1303355 140-7 - 1.d	13/09/2019 (6) 19:26:25.00	13/09/2019 (6)	19:26:25.00	35.036	1303355 140-7 - 1.d	8.06E+06	0.29E+06	4.167	0.086	26540	130	1736	14	844.6	3.1	64160	320	64220	430	212.3	2.1	16.59	0.18	712.2	4.9	3.630	0.055	48.88	0.29	33.96	0.28	10.90	0.15	21.03	0.30	2.304	0.028	3.902	0.039	1.775	0.060	0.890	0.023	1.027	0.023	FILENAME: 1303355 140-7 - 1.csv	0	0.030744	0.052503	0.083274	0.39619	10.594	10.009	0.10197	0.071007	1.1319	0.026005	0.0019828	0.0024693	0.017369	0.0058293	0.00067749	0.00095077	0	0.0011368	0.002736
Output_1_182	1303355 140-7 - 2.d	13/09/2019 (6) 19:28:02.00	13/09/2019 (6)	19:28:02.00	35.036	1303355 140-7 - 2.d	8.10E+06	0.30E+06	4.197	0.089	26630	120	1745	13	849.2	2.3	64090	330	64150	380	210.0	2.1	16.31	0.18	715.1	5.0	3.664	0.056	48.63	0.27	33.20	0.22	10.84	0.14	20.99	0.28	2.297	0.028	3.956	0.034	1.842	0.052	0.884	0.027	1.033	0.027	FILENAME: 1303355 140-7 - 2.csv	0	0.02946	0.069255	0.078645	0.40698	11.03	10.077	0.10386	0.060558	0.90239	0.022472	0.001066	0.0024551	0.012439	0.0041279	0.00093878	0.0009454	0.0071112	0.0019297	0.0023354
Output_1_183	1303355 140-7 - 3.d	13/09/2019 (6) 19:29:36.00	13/09/2019 (6)	19:29:36.00	35.036	1303355 140-7 - 3.d	8.11E+06	0.29E+06	4.269	0.083	26590	130	1737	14	845.0	2.8	63900	310	64330	380	211.1	2.1	16.47	0.16	718.8	4.8	3.618	0.054	48.70	0.28	33.26	0.24	10.97	0.12	20.83	0.24	2.289	0.026	3.986	0.040	1.841	0.052	0.887	0.026	1.018	0.026	FILENAME: 1303355 140-7 - 3.csv	0	0.034508	0.061378	0.073684	0.40992	9.4454	9.5616	0.09351	0.06826	0.82645	0.025401	0.0022029	0.0027227	0.014078	0.0070428	0.00047953	0.0010485	0.0044173	0.0019288	0.0021467
Output_1_184	1303355 140-7 - 4.d	13/09/2019 (6) 19:31:16.00	13/09/2019 (6)	19:31:16.00	35.036	1303355 140-7 - 4.d	7.95E+06	0.31E+06	4.256	0.070	26720	170	1742	15	851.3	2.8	64290	430	64320	450	211.8	2.3	16.81	0.16	715.6	5.7	3.605	0.055	49.03	0.36	32.21	0.30	11.13	0.17	21.10	0.32	2.311	0.031	3.941	0.043	1.843	0.057	0.871	0.024	1.052	0.025	FILENAME: 1303355 140-7 - 4.csv	0	0.03071	0.058846	0.079415	0.31778	9.9506	11.923	0.13281	0.065108	1.0872	0.028705	0.0018628	0.0021714	0.015989	0.0071444	0.00068304	0.0011564	0.0022906	0	0.0026886
Output_1_185	1303355 140-7 - 5.d	13/09/2019 (6) 19:32:46.00	13/09/2019 (6)	19:32:46.00	35.036	1303355 140-7 - 5.d	8.06E+06	0.29E+06	4.263	0.092	26650	130	1736	12	849.7	2.6	64210	320	64290	350	207.9	1.9	16.55	0.21	719.8	5.0	3.611	0.049	48.71	0.30	33.99	0.27	11.01	0.13	21.18	0.26	2.310	0.032	3.949	0.041	1.777	0.057	0.910	0.031	1.049	0.022	FILENAME: 1303355 140-7 - 5.csv	0	0.03187	0.067976	0.070677	0.53668	10.704	8.3198	0.088046	0.062622	1.0369	0.023915	0.0027687	0.0021427	0.012973	0.0057989	0.0012467	0.0006789	0	0.0015884	0.0024963
Output_1_186	1303355 140-7 - 6.d	13/09/2019 (6) 19:34:20.00	13/09/2019 (6)	19:34:20.00	35.036	1303355 140-7 - 6.d	7.94E+06	0.28E+06	4.254	0.083	26500	150	1732	14	849.0	2.9	63940	380	64050	410	211.2	1.9	16.50	0.18	713.3	6.8	3.650	0.056	48.63	0.31	33.46	0.28	11.01	0.14	20.86	0.25	2.298	0.029	3.923	0.040	1.798	0.052	0.872	0.030	1.035	0.022	FILENAME: 1303355 140-7 - 6.csv	0	0.03252	0.063788	0.080673	0.45337	12.526	10.4	0.14486	0.068493	0.97863	0.027758	0.0018754	0.0025051	0.011906	0.0071929	0.00068773	0.0010711	0.0039385	0.0022584	0.0024578
Output_1_187	1303355 140-7 - 7.d	13/09/2019 (6) 19:35:54.00	13/09/2019 (6)	19:35:54.00	35.036	1303355 140-7 - 7.d	8.12E+06	0.30E+06	4.252	0.084	26580	140	1737	14	838.0	3.0	64060	350	64460	370	209.2	2.4	16.67	0.14	713.1	5.8	3.567	0.050	48.70	0.29	34.31	0.23	10.86	0.11	21.20	0.27	2.328	0.033	3.926	0.045	1.795	0.047	0.920	0.025	1.029	0.028	FILENAME: 1303355 140-7 - 7.csv	0	0.033134	0.059787	0.077108	0.35414	10.356	10.538	0.098145	0.07562	0.92011	0.024052	0.0012937	0.0012519	0.011719	0.0041207	0.00081779	0.00082369	0.0053267	0.0019271	0.0023097
Output_1_188	1303355 140-7 - 8.d	13/09/2019 (6) 19:37:33.00	13/09/2019 (6)	19:37:33.00	35.036	1303355 140-7 - 8.d	8.07E+06	0.28E+06	4.248	0.093	26570	130	1745	14	845.7	2.9	64220	380	64510	380	211.1	1.7	16.50	0.15	725.2	6.2	3.591	0.049	48.67	0.30	32.25	0.28	11.59	0.29	21.17	0.24	2.303	0.028	3.882	0.043	1.799	0.048	0.887	0.025	0.983	0.033	FILENAME: 1303355 140-7 - 8.csv	0	0.030002	0.066675	0.075097	0.37421	10.73	9.1981	0.090494	0.074717	1.1059	0.022984	0.0016541	0.0017668	0.01344	0.0089944	0.0004816	0.0008281	0.003186	0.0019374	0.0018046
Output_1_189	1303355 140-7 - 9.d	13/09/2019 (6) 19:39:02.00	13/09/2019 (6)	19:39:02.00	35.036	1303355 140-7 - 9.d	8.10E+06	0.29E+06	4.225	0.093	26570	120	1744	13	838.8	3.0	64220	320	64220	340	210.4	1.8	16.69	0.19	713.9	5.4	3.595	0.043	48.69	0.30	33.75	0.23	11.05	0.14	21.38	0.27	2.305	0.030	3.880	0.038	1.831	0.049	0.892	0.027	1.055	0.022	FILENAME: 1303355 140-7 - 9.csv	0	0.027764	0.066145	0.07417	0.39256	11.586	9.5942	0.1021	0.071524	0.90794	0.024923	0.0022051	0.0024544	0.011918	0.008082	0.0011335	0.00094646	0.0031773	0.0011316	0.002046
Output_1_190	1303355 140-7 - 10.d	13/09/2019 (6) 19:40:37.00	13/09/2019 (6)	19:40:37.00	35.036	1303355 140-7 - 10.d	7.96E+06	0.31E+06	4.294	0.094	26650	130	1742	14	841.3	2.5	64220	320	64200	330	211.4	2.1	16.54	0.16	713.8	5.6	3.553	0.052	48.61	0.25	31.95	0.21	10.98	0.13	21.19	0.28	2.285	0.031	3.927	0.047	1.760	0.057	0.875	0.026	1.059	0.023	FILENAME: 1303355 140-7 - 10.csv	0	0.027514	0.055722	0.074985	0.41542	12.098	11.877	0.11436	0.07402	0.97984	0.029587	0.0018678	0.0027668	0.012282	0.0082125	0.00048796	0.00096179	0.0039261	0.0019631	0.0021882
Output_1_191	1303355 140-8 - 1.d	13/09/2019 (6) 19:48:34.00	13/09/2019 (6)	19:48:34.00	35.036	1303355 140-8 - 1.d	7.98E+06	0.29E+06	4.275	0.082	26670	130	1781	13	861.0	2.9	64480	340	64200	350	211.8	2.3	16.87	0.17	718.0	5.0	3.693	0.056	48.40	0.28	32.59	0.21	11.86	0.15	21.28	0.24	2.308	0.030	3.942	0.037	1.822	0.049	0.866	0.025	1.016	0.024	FILENAME: 1303355 140-8 - 1.csv	0	0.031159	0.054503	0.075992	0.42034	12.293	9.061	0.089769	0.060586	1.0102	0.028416	0.0013149	0.0012698	0.016836	0.0058842	0	0.00083813	0.0044971	0.001148	0.0026161
